C601,C602,C102,C002,C205,C309,R010-0201
2021,P01,P02,P20041,P003,P011,1
2021,P01,P02,P20115,P003,P011,1
2021,P01,P02,P23006,P003,P011,1
2021,P01,P02,P24021,P003,P011,1
2021,P01,P02,P25002,P003,P011,1
2021,P01,P02,P25009,P003,P011,1
2021,P01,P02,P25017,P003,P011,1
2021,P01,P02,P26020,P003,P011,1
2021,P01,P02,P26035,P003,P011,2
2021,P01,P02,P26066,P003,P011,2
2021,P01,P02,P29022,P003,P011,1
2021,P01,P02,P29036,P003,P011,1
2021,P02,P01,P01001,P003,P011,38859
2021,P02,P01,P01005,P003,P011,1883
2021,P02,P01,P02001,P003,P011,11092
2021,P02,P01,P02002,P003,P011,23661
2021,P02,P01,P02004,P003,P011,101677
2021,P02,P01,P02005,P003,P011,4498
2021,P02,P01,P05027,P003,P011,2519
2021,P02,P01,P05030,P003,P011,33653
2021,P02,P01,P05035,P003,P011,22923
2021,P02,P01,P07101,P003,P011,15714
2021,P02,P01,P08019,P003,P011,41802
2021,P02,P01,P08021,P003,P011,6509
2021,P02,P01,P08037,P003,P011,90696
2021,P02,P01,P09002,P003,P011,35360
2021,P02,P01,P09003,P003,P011,28689
2021,P02,P01,P09004,P003,P011,8751
2021,P02,P01,P09005,P003,P011,45311
2021,P02,P01,P09006,P003,P011,27956
2021,P02,P01,P09007,P003,P011,72406
2021,P02,P01,P09008,P003,P011,18403
2021,P02,P01,P09010,P003,P011,40701
2021,P02,P01,P09012,P003,P011,32948
2021,P02,P01,P09013,P003,P011,21134
2021,P02,P01,P09014,P003,P011,44803
2021,P02,P01,P09015,P003,P011,12089
2021,P02,P01,P09016,P003,P011,21520
2021,P02,P01,P09017,P003,P011,19341
2021,P02,P01,P10007,P003,P011,5687
2021,P02,P01,P10012,P003,P011,2844
2021,P02,P01,P11003,P003,P011,2006
2021,P02,P01,P11007,P003,P011,17634
2021,P02,P01,P11015,P003,P011,1710
2021,P02,P01,P11017,P003,P011,16160
2021,P02,P01,P11020,P003,P011,53900
2021,P02,P01,P11027,P003,P011,3734
2021,P02,P01,P11031,P003,P011,4764
2021,P02,P01,P11037,P003,P011,3321
2021,P02,P01,P12001,P003,P011,3374
2021,P02,P01,P13048,P003,P011,22719
2021,P02,P01,P13051,P003,P011,11724
2021,P02,P01,P13063,P003,P011,360
2021,P02,P01,P13077,P003,P011,5330
2021,P02,P01,P14039,P003,P011,91723
2021,P02,P01,P14067,P003,P011,13477
2021,P02,P01,P14070,P003,P011,12707
2021,P02,P01,P14097,P003,P011,13935
2021,P02,P01,P14098,P003,P011,47435
2021,P02,P01,P14101,P003,P011,21519
2021,P02,P01,P14120,P003,P011,94626
2021,P02,P01,P15011,P003,P011,385
2021,P02,P01,P15013,P003,P011,19007
2021,P02,P01,P15018,P003,P011,339
2021,P02,P01,P15020,P003,P011,21579
2021,P02,P01,P15024,P003,P011,38557
2021,P02,P01,P15030,P003,P011,7395
2021,P02,P01,P15031,P003,P011,21668
2021,P02,P01,P15033,P003,P011,84873
2021,P02,P01,P15037,P003,P011,4708
2021,P02,P01,P15051,P003,P011,8143
2021,P02,P01,P15052,P003,P011,506
2021,P02,P01,P15053,P003,P011,10050
2021,P02,P01,P15054,P003,P011,10056
2021,P02,P01,P15057,P003,P011,19431
2021,P02,P01,P15058,P003,P011,78063
2021,P02,P01,P15060,P003,P011,8794
2021,P02,P01,P15070,P003,P011,2925
2021,P02,P01,P15081,P003,P011,31815
2021,P02,P01,P15091,P003,P011,45
2021,P02,P01,P15093,P003,P011,3
2021,P02,P01,P15099,P003,P011,4903
2021,P02,P01,P15104,P003,P011,29886
2021,P02,P01,P15106,P003,P011,78246
2021,P02,P01,P15108,P003,P011,6570
2021,P02,P01,P15109,P003,P011,41261
2021,P02,P01,P15110,P003,P011,2383
2021,P02,P01,P15118,P003,P011,6755
2021,P02,P01,P16053,P003,P011,20094
2021,P02,P01,P17007,P003,P011,22918
2021,P02,P01,P17008,P003,P011,5093
2021,P02,P01,P17011,P003,P011,7941
2021,P02,P01,P17018,P003,P011,3664
2021,P02,P01,P17028,P003,P011,2629
2021,P02,P01,P18020,P003,P011,1655
2021,P02,P01,P19006,P003,P011,26257
2021,P02,P01,P19018,P003,P011,14
2021,P02,P01,P19019,P003,P011,1421
2021,P02,P01,P19021,P003,P011,11202
2021,P02,P01,P19026,P003,P011,32303
2021,P02,P01,P19031,P003,P011,11506
2021,P02,P01,P19039,P003,P011,55567
2021,P02,P01,P19046,P003,P011,13232
2021,P02,P01,P19048,P003,P011,13880
2021,P02,P01,P21041,P003,P011,5569
2021,P02,P01,P21114,P003,P011,86140
2021,P02,P01,P21119,P003,P011,14633
2021,P02,P01,P21140,P003,P011,1833
2021,P02,P01,P22006,P003,P011,3833
2021,P02,P01,P22014,P003,P011,17287
2021,P02,P01,P22016,P003,P011,4583
2021,P02,P01,P23005,P003,P011,28622
2021,P02,P01,P23008,P003,P011,3907
2021,P02,P01,P24028,P003,P011,68025
2021,P02,P01,P24035,P003,P011,26732
2021,P02,P01,P25001,P003,P011,7489
2021,P02,P01,P25006,P003,P011,16228
2021,P02,P01,P25012,P003,P011,11115
2021,P02,P01,P26030,P003,P011,20301
2021,P02,P01,P27004,P003,P011,8767
2021,P02,P01,P30028,P003,P011,10502
2021,P02,P01,P30038,P003,P011,2644
2021,P02,P01,P30039,P003,P011,8309
2021,P02,P01,P30044,P003,P011,9363
2021,P02,P01,P30087,P003,P011,38711
2021,P02,P01,P30108,P003,P011,5639
2021,P02,P01,P30118,P003,P011,9782
2021,P02,P01,P30131,P003,P011,7671
2021,P02,P01,P30193,P003,P011,32399
2021,P02,P01,P31050,P003,P011,32709
2021,P02,P02,P01001,P003,P011,4445
2021,P02,P02,P01002,P003,P011,1
2021,P02,P02,P01004,P003,P011,1
2021,P02,P02,P01005,P003,P011,327
2021,P02,P02,P01007,P003,P011,1
2021,P02,P02,P01010,P003,P011,1
2021,P02,P02,P01011,P003,P011,30
2021,P02,P02,P02001,P003,P011,436
2021,P02,P02,P02002,P003,P011,878
2021,P02,P02,P02003,P003,P011,17
2021,P02,P02,P02004,P003,P011,6158
2021,P02,P02,P02005,P003,P011,305
2021,P02,P02,P03003,P003,P011,31
2021,P02,P02,P03008,P003,P011,31
2021,P02,P02,P04001,P003,P011,2
2021,P02,P02,P04002,P003,P011,124
2021,P02,P02,P04003,P003,P011,42
2021,P02,P02,P04005,P003,P011,1
2021,P02,P02,P04006,P003,P011,1
2021,P02,P02,P04009,P003,P011,1
2021,P02,P02,P05002,P003,P011,9
2021,P02,P02,P05004,P003,P011,9
2021,P02,P02,P05010,P003,P011,4
2021,P02,P02,P05017,P003,P011,2
2021,P02,P02,P05018,P003,P011,30
2021,P02,P02,P05025,P003,P011,23
2021,P02,P02,P05027,P003,P011,81
2021,P02,P02,P05028,P003,P011,6
2021,P02,P02,P05030,P003,P011,988
2021,P02,P02,P05034,P003,P011,1
2021,P02,P02,P05035,P003,P011,1174
2021,P02,P02,P06002,P003,P011,63
2021,P02,P02,P06007,P003,P011,69
2021,P02,P02,P06009,P003,P011,3
2021,P02,P02,P06010,P003,P011,26
2021,P02,P02,P07019,P003,P011,1
2021,P02,P02,P07027,P003,P011,1
2021,P02,P02,P07034,P003,P011,2
2021,P02,P02,P07037,P003,P011,1
2021,P02,P02,P07040,P003,P011,3
2021,P02,P02,P07046,P003,P011,1
2021,P02,P02,P07065,P003,P011,2
2021,P02,P02,P07069,P003,P011,14
2021,P02,P02,P07078,P003,P011,22
2021,P02,P02,P07079,P003,P011,2
2021,P02,P02,P07087,P003,P011,3
2021,P02,P02,P07089,P003,P011,97
2021,P02,P02,P07097,P003,P011,1
2021,P02,P02,P07099,P003,P011,1
2021,P02,P02,P07101,P003,P011,3653
2021,P02,P02,P07102,P003,P011,1
2021,P02,P02,P07103,P003,P011,2
2021,P02,P02,P07108,P003,P011,1
2021,P02,P02,P08001,P003,P011,1
2021,P02,P02,P08017,P003,P011,17
2021,P02,P02,P08019,P003,P011,3367
2021,P02,P02,P08021,P003,P011,203
2021,P02,P02,P08029,P003,P011,5
2021,P02,P02,P08032,P003,P011,14
2021,P02,P02,P08035,P003,P011,1
2021,P02,P02,P08037,P003,P011,5329
2021,P02,P02,P08039,P003,P011,1
2021,P02,P02,P08045,P003,P011,8
2021,P02,P02,P08048,P003,P011,1
2021,P02,P02,P08051,P003,P011,3
2021,P02,P02,P08065,P003,P011,1
2021,P02,P02,P09002,P003,P011,2622
2021,P02,P02,P09003,P003,P011,2173
2021,P02,P02,P09004,P003,P011,968
2021,P02,P02,P09005,P003,P011,3160
2021,P02,P02,P09006,P003,P011,1425
2021,P02,P02,P09007,P003,P011,8728
2021,P02,P02,P09008,P003,P011,1088
2021,P02,P02,P09009,P003,P011,5
2021,P02,P02,P09010,P003,P011,4078
2021,P02,P02,P09011,P003,P011,146
2021,P02,P02,P09012,P003,P011,2462
2021,P02,P02,P09013,P003,P011,765
2021,P02,P02,P09014,P003,P011,6602
2021,P02,P02,P09015,P003,P011,3613
2021,P02,P02,P09016,P003,P011,3532
2021,P02,P02,P09017,P003,P011,1933
2021,P02,P02,P10004,P003,P011,1
2021,P02,P02,P10005,P003,P011,111
2021,P02,P02,P10007,P003,P011,222
2021,P02,P02,P10012,P003,P011,99
2021,P02,P02,P10015,P003,P011,1
2021,P02,P02,P10037,P003,P011,1
2021,P02,P02,P11002,P003,P011,5
2021,P02,P02,P11003,P003,P011,84
2021,P02,P02,P11004,P003,P011,2
2021,P02,P02,P11005,P003,P011,12
2021,P02,P02,P11007,P003,P011,991
2021,P02,P02,P11008,P003,P011,2
2021,P02,P02,P11011,P003,P011,1
2021,P02,P02,P11013,P003,P011,5
2021,P02,P02,P11014,P003,P011,5
2021,P02,P02,P11015,P003,P011,99
2021,P02,P02,P11017,P003,P011,678
2021,P02,P02,P11020,P003,P011,5865
2021,P02,P02,P11021,P003,P011,2
2021,P02,P02,P11022,P003,P011,2
2021,P02,P02,P11023,P003,P011,4
2021,P02,P02,P11025,P003,P011,17
2021,P02,P02,P11027,P003,P011,174
2021,P02,P02,P11028,P003,P011,1
2021,P02,P02,P11029,P003,P011,2
2021,P02,P02,P11030,P003,P011,6
2021,P02,P02,P11031,P003,P011,339
2021,P02,P02,P11032,P003,P011,4
2021,P02,P02,P11033,P003,P011,5
2021,P02,P02,P11035,P003,P011,2
2021,P02,P02,P11037,P003,P011,94
2021,P02,P02,P11041,P003,P011,3
2021,P02,P02,P11042,P003,P011,2
2021,P02,P02,P11044,P003,P011,4
2021,P02,P02,P11046,P003,P011,1
2021,P02,P02,P12001,P003,P011,367
2021,P02,P02,P12021,P003,P011,1
2021,P02,P02,P12028,P003,P011,1
2021,P02,P02,P12029,P003,P011,31
2021,P02,P02,P12035,P003,P011,6
2021,P02,P02,P12038,P003,P011,5
2021,P02,P02,P12042,P003,P011,1
2021,P02,P02,P12055,P003,P011,4
2021,P02,P02,P12061,P003,P011,1
2021,P02,P02,P13003,P003,P011,1
2021,P02,P02,P13005,P003,P011,1
2021,P02,P02,P13008,P003,P011,1
2021,P02,P02,P13010,P003,P011,3
2021,P02,P02,P13012,P003,P011,1
2021,P02,P02,P13017,P003,P011,1
2021,P02,P02,P13021,P003,P011,1
2021,P02,P02,P13024,P003,P011,1
2021,P02,P02,P13027,P003,P011,1
2021,P02,P02,P13028,P003,P011,1
2021,P02,P02,P13030,P003,P011,4
2021,P02,P02,P13043,P003,P011,1
2021,P02,P02,P13048,P003,P011,2984
2021,P02,P02,P13051,P003,P011,967
2021,P02,P02,P13052,P003,P011,45
2021,P02,P02,P13054,P003,P011,1
2021,P02,P02,P13059,P003,P011,1
2021,P02,P02,P13061,P003,P011,7
2021,P02,P02,P13063,P003,P011,9
2021,P02,P02,P13069,P003,P011,9
2021,P02,P02,P13070,P003,P011,3
2021,P02,P02,P13072,P003,P011,1
2021,P02,P02,P13074,P003,P011,3
2021,P02,P02,P13075,P003,P011,1
2021,P02,P02,P13076,P003,P011,8
2021,P02,P02,P13077,P003,P011,761
2021,P02,P02,P13078,P003,P011,1
2021,P02,P02,P13082,P003,P011,11
2021,P02,P02,P13083,P003,P011,23
2021,P02,P02,P14008,P003,P011,8
2021,P02,P02,P14013,P003,P011,1
2021,P02,P02,P14015,P003,P011,10
2021,P02,P02,P14023,P003,P011,21
2021,P02,P02,P14029,P003,P011,3
2021,P02,P02,P14030,P003,P011,51
2021,P02,P02,P14033,P003,P011,3
2021,P02,P02,P14039,P003,P011,8341
2021,P02,P02,P14042,P003,P011,2
2021,P02,P02,P14044,P003,P011,4
2021,P02,P02,P14048,P003,P011,3
2021,P02,P02,P14050,P003,P011,1
2021,P02,P02,P14053,P003,P011,31
2021,P02,P02,P14063,P003,P011,18
2021,P02,P02,P14067,P003,P011,725
2021,P02,P02,P14070,P003,P011,968
2021,P02,P02,P14083,P003,P011,2
2021,P02,P02,P14091,P003,P011,1
2021,P02,P02,P14093,P003,P011,25
2021,P02,P02,P14094,P003,P011,5
2021,P02,P02,P14097,P003,P011,797
2021,P02,P02,P14098,P003,P011,2033
2021,P02,P02,P14100,P003,P011,9
2021,P02,P02,P14101,P003,P011,627
2021,P02,P02,P14105,P003,P011,1
2021,P02,P02,P14118,P003,P011,1
2021,P02,P02,P14119,P003,P011,1
2021,P02,P02,P14120,P003,P011,5821
2021,P02,P02,P14123,P003,P011,1
2021,P02,P02,P14124,P003,P011,1
2021,P02,P02,P15002,P003,P011,54
2021,P02,P02,P15005,P003,P011,1
2021,P02,P02,P15008,P003,P011,1
2021,P02,P02,P15009,P003,P011,1
2021,P02,P02,P15010,P003,P011,2
2021,P02,P02,P15011,P003,P011,33
2021,P02,P02,P15012,P003,P011,1
2021,P02,P02,P15013,P003,P011,1051
2021,P02,P02,P15014,P003,P011,11
2021,P02,P02,P15016,P003,P011,3
2021,P02,P02,P15018,P003,P011,46
2021,P02,P02,P15020,P003,P011,636
2021,P02,P02,P15023,P003,P011,2
2021,P02,P02,P15024,P003,P011,1526
2021,P02,P02,P15025,P003,P011,39
2021,P02,P02,P15027,P003,P011,6
2021,P02,P02,P15028,P003,P011,9
2021,P02,P02,P15029,P003,P011,42
2021,P02,P02,P15030,P003,P011,334
2021,P02,P02,P15031,P003,P011,352
2021,P02,P02,P15033,P003,P011,3855
2021,P02,P02,P15035,P003,P011,13
2021,P02,P02,P15037,P003,P011,352
2021,P02,P02,P15039,P003,P011,73
2021,P02,P02,P15040,P003,P011,3
2021,P02,P02,P15042,P003,P011,9
2021,P02,P02,P15044,P003,P011,3
2021,P02,P02,P15045,P003,P011,1
2021,P02,P02,P15047,P003,P011,1
2021,P02,P02,P15048,P003,P011,2
2021,P02,P02,P15051,P003,P011,690
2021,P02,P02,P15052,P003,P011,28
2021,P02,P02,P15053,P003,P011,351
2021,P02,P02,P15054,P003,P011,1020
2021,P02,P02,P15055,P003,P011,9
2021,P02,P02,P15057,P003,P011,2149
2021,P02,P02,P15058,P003,P011,2178
2021,P02,P02,P15059,P003,P011,7
2021,P02,P02,P15060,P003,P011,704
2021,P02,P02,P15062,P003,P011,4
2021,P02,P02,P15063,P003,P011,1
2021,P02,P02,P15065,P003,P011,6
2021,P02,P02,P15067,P003,P011,8
2021,P02,P02,P15068,P003,P011,2
2021,P02,P02,P15070,P003,P011,230
2021,P02,P02,P15073,P003,P011,3
2021,P02,P02,P15075,P003,P011,4
2021,P02,P02,P15076,P003,P011,194
2021,P02,P02,P15078,P003,P011,1
2021,P02,P02,P15081,P003,P011,1732
2021,P02,P02,P15082,P003,P011,1
2021,P02,P02,P15084,P003,P011,4
2021,P02,P02,P15088,P003,P011,6
2021,P02,P02,P15090,P003,P011,10
2021,P02,P02,P15091,P003,P011,9
2021,P02,P02,P15092,P003,P011,16
2021,P02,P02,P15093,P003,P011,1
2021,P02,P02,P15094,P003,P011,1
2021,P02,P02,P15095,P003,P011,54
2021,P02,P02,P15098,P003,P011,1
2021,P02,P02,P15099,P003,P011,301
2021,P02,P02,P15100,P003,P011,30
2021,P02,P02,P15101,P003,P011,3
2021,P02,P02,P15103,P003,P011,1
2021,P02,P02,P15104,P003,P011,2974
2021,P02,P02,P15106,P003,P011,4106
2021,P02,P02,P15107,P003,P011,1
2021,P02,P02,P15108,P003,P011,145
2021,P02,P02,P15109,P003,P011,1544
2021,P02,P02,P15110,P003,P011,80
2021,P02,P02,P15112,P003,P011,1
2021,P02,P02,P15115,P003,P011,4
2021,P02,P02,P15118,P003,P011,277
2021,P02,P02,P15120,P003,P011,32
2021,P02,P02,P15121,P003,P011,645
2021,P02,P02,P15122,P003,P011,32
2021,P02,P02,P15124,P003,P011,3
2021,P02,P02,P16003,P003,P011,1
2021,P02,P02,P16006,P003,P011,7
2021,P02,P02,P16019,P003,P011,1
2021,P02,P02,P16034,P003,P011,1
2021,P02,P02,P16043,P003,P011,3
2021,P02,P02,P16052,P003,P011,42
2021,P02,P02,P16053,P003,P011,1485
2021,P02,P02,P16068,P003,P011,1
2021,P02,P02,P16069,P003,P011,12
2021,P02,P02,P16075,P003,P011,5
2021,P02,P02,P16076,P003,P011,4
2021,P02,P02,P16088,P003,P011,6
2021,P02,P02,P16102,P003,P011,27
2021,P02,P02,P16108,P003,P011,12
2021,P02,P02,P17003,P003,P011,1
2021,P02,P02,P17006,P003,P011,26
2021,P02,P02,P17007,P003,P011,1827
2021,P02,P02,P17008,P003,P011,163
2021,P02,P02,P17009,P003,P011,1
2021,P02,P02,P17011,P003,P011,481
2021,P02,P02,P17012,P003,P011,7
2021,P02,P02,P17017,P003,P011,4
2021,P02,P02,P17018,P003,P011,160
2021,P02,P02,P17026,P003,P011,1
2021,P02,P02,P17028,P003,P011,96
2021,P02,P02,P17029,P003,P011,2
2021,P02,P02,P17030,P003,P011,2
2021,P02,P02,P17031,P003,P011,4
2021,P02,P02,P18004,P003,P011,1
2021,P02,P02,P18008,P003,P011,1
2021,P02,P02,P18015,P003,P011,2
2021,P02,P02,P18017,P003,P011,157
2021,P02,P02,P18020,P003,P011,232
2021,P02,P02,P19004,P003,P011,3
2021,P02,P02,P19005,P003,P011,3
2021,P02,P02,P19006,P003,P011,1307
2021,P02,P02,P19007,P003,P011,1
2021,P02,P02,P19009,P003,P011,8
2021,P02,P02,P19010,P003,P011,1
2021,P02,P02,P19012,P003,P011,11
2021,P02,P02,P19017,P003,P011,1
2021,P02,P02,P19018,P003,P011,42
2021,P02,P02,P19019,P003,P011,872
2021,P02,P02,P19021,P003,P011,602
2021,P02,P02,P19026,P003,P011,1579
2021,P02,P02,P19031,P003,P011,215
2021,P02,P02,P19033,P003,P011,2
2021,P02,P02,P19038,P003,P011,3
2021,P02,P02,P19039,P003,P011,5144
2021,P02,P02,P19041,P003,P011,26
2021,P02,P02,P19045,P003,P011,6
2021,P02,P02,P19046,P003,P011,1335
2021,P02,P02,P19047,P003,P011,1
2021,P02,P02,P19048,P003,P011,480
2021,P02,P02,P19049,P003,P011,3
2021,P02,P02,P19050,P003,P011,1
2021,P02,P02,P20039,P003,P011,9
2021,P02,P02,P20043,P003,P011,4
2021,P02,P02,P20044,P003,P011,1
2021,P02,P02,P20059,P003,P011,1
2021,P02,P02,P20067,P003,P011,129
2021,P02,P02,P20068,P003,P011,1
2021,P02,P02,P20079,P003,P011,12
2021,P02,P02,P20083,P003,P011,1
2021,P02,P02,P20091,P003,P011,1
2021,P02,P02,P20107,P003,P011,2
2021,P02,P02,P20123,P003,P011,1
2021,P02,P02,P20131,P003,P011,3
2021,P02,P02,P20145,P003,P011,1
2021,P02,P02,P20157,P003,P011,1
2021,P02,P02,P20184,P003,P011,6
2021,P02,P02,P20227,P003,P011,3
2021,P02,P02,P20269,P003,P011,1
2021,P02,P02,P20293,P003,P011,4
2021,P02,P02,P20310,P003,P011,4
2021,P02,P02,P20327,P003,P011,1
2021,P02,P02,P20338,P003,P011,4
2021,P02,P02,P20360,P003,P011,1
2021,P02,P02,P20364,P003,P011,1
2021,P02,P02,P20375,P003,P011,2
2021,P02,P02,P20382,P003,P011,1
2021,P02,P02,P20385,P003,P011,12
2021,P02,P02,P20390,P003,P011,5
2021,P02,P02,P20393,P003,P011,1
2021,P02,P02,P20397,P003,P011,1
2021,P02,P02,P20399,P003,P011,2
2021,P02,P02,P20413,P003,P011,10
2021,P02,P02,P20447,P003,P011,1
2021,P02,P02,P20461,P003,P011,2
2021,P02,P02,P20491,P003,P011,1
2021,P02,P02,P20495,P003,P011,1
2021,P02,P02,P20517,P003,P011,1
2021,P02,P02,P20553,P003,P011,4
2021,P02,P02,P21001,P003,P011,1
2021,P02,P02,P21012,P003,P011,1
2021,P02,P02,P21015,P003,P011,25
2021,P02,P02,P21019,P003,P011,3
2021,P02,P02,P21034,P003,P011,40
2021,P02,P02,P21040,P003,P011,2
2021,P02,P02,P21041,P003,P011,406
2021,P02,P02,P21043,P003,P011,1
2021,P02,P02,P21051,P003,P011,1
2021,P02,P02,P21057,P003,P011,1
2021,P02,P02,P21071,P003,P011,5
2021,P02,P02,P21074,P003,P011,77
2021,P02,P02,P21082,P003,P011,1
2021,P02,P02,P21085,P003,P011,1
2021,P02,P02,P21090,P003,P011,20
2021,P02,P02,P21106,P003,P011,1
2021,P02,P02,P21114,P003,P011,8608
2021,P02,P02,P21117,P003,P011,1
2021,P02,P02,P21119,P003,P011,1130
2021,P02,P02,P21125,P003,P011,2
2021,P02,P02,P21132,P003,P011,9
2021,P02,P02,P21136,P003,P011,1
2021,P02,P02,P21140,P003,P011,372
2021,P02,P02,P21149,P003,P011,1
2021,P02,P02,P21152,P003,P011,1
2021,P02,P02,P21154,P003,P011,1
2021,P02,P02,P21156,P003,P011,26
2021,P02,P02,P21163,P003,P011,9
2021,P02,P02,P21174,P003,P011,3
2021,P02,P02,P21175,P003,P011,3
2021,P02,P02,P21188,P003,P011,1
2021,P02,P02,P21197,P003,P011,1
2021,P02,P02,P22002,P003,P011,1
2021,P02,P02,P22004,P003,P011,1
2021,P02,P02,P22005,P003,P011,27
2021,P02,P02,P22006,P003,P011,348
2021,P02,P02,P22007,P003,P011,2
2021,P02,P02,P22008,P003,P011,4
2021,P02,P02,P22009,P003,P011,1
2021,P02,P02,P22011,P003,P011,313
2021,P02,P02,P22012,P003,P011,50
2021,P02,P02,P22014,P003,P011,3268
2021,P02,P02,P22016,P003,P011,249
2021,P02,P02,P22017,P003,P011,41
2021,P02,P02,P22018,P003,P011,2
2021,P02,P02,P23001,P003,P011,18
2021,P02,P02,P23002,P003,P011,2
2021,P02,P02,P23003,P003,P011,19
2021,P02,P02,P23004,P003,P011,499
2021,P02,P02,P23005,P003,P011,3283
2021,P02,P02,P23007,P003,P011,1
2021,P02,P02,P23008,P003,P011,1166
2021,P02,P02,P23009,P003,P011,36
2021,P02,P02,P23010,P003,P011,2
2021,P02,P02,P24013,P003,P011,21
2021,P02,P02,P24015,P003,P011,1
2021,P02,P02,P24016,P003,P011,1
2021,P02,P02,P24020,P003,P011,10
2021,P02,P02,P24025,P003,P011,2
2021,P02,P02,P24028,P003,P011,3705
2021,P02,P02,P24030,P003,P011,1
2021,P02,P02,P24035,P003,P011,873
2021,P02,P02,P25001,P003,P011,563
2021,P02,P02,P25004,P003,P011,3
2021,P02,P02,P25006,P003,P011,1442
2021,P02,P02,P25008,P003,P011,1
2021,P02,P02,P25010,P003,P011,1
2021,P02,P02,P25011,P003,P011,10
2021,P02,P02,P25012,P003,P011,774
2021,P02,P02,P25015,P003,P011,7
2021,P02,P02,P25018,P003,P011,3
2021,P02,P02,P26002,P003,P011,4
2021,P02,P02,P26018,P003,P011,89
2021,P02,P02,P26025,P003,P011,1
2021,P02,P02,P26029,P003,P011,19
2021,P02,P02,P26030,P003,P011,2485
2021,P02,P02,P26042,P003,P011,21
2021,P02,P02,P26043,P003,P011,51
2021,P02,P02,P26048,P003,P011,14
2021,P02,P02,P26055,P003,P011,11
2021,P02,P02,P26068,P003,P011,1
2021,P02,P02,P27002,P003,P011,17
2021,P02,P02,P27003,P003,P011,1
2021,P02,P02,P27004,P003,P011,939
2021,P02,P02,P27005,P003,P011,13
2021,P02,P02,P27006,P003,P011,2
2021,P02,P02,P27012,P003,P011,4
2021,P02,P02,P27013,P003,P011,3
2021,P02,P02,P27014,P003,P011,20
2021,P02,P02,P27015,P003,P011,1
2021,P02,P02,P27016,P003,P011,4
2021,P02,P02,P27017,P003,P011,2
2021,P02,P02,P28003,P003,P011,24
2021,P02,P02,P28009,P003,P011,76
2021,P02,P02,P28021,P003,P011,5
2021,P02,P02,P28022,P003,P011,47
2021,P02,P02,P28027,P003,P011,86
2021,P02,P02,P28032,P003,P011,45
2021,P02,P02,P28038,P003,P011,144
2021,P02,P02,P28041,P003,P011,206
2021,P02,P02,P29002,P003,P011,1
2021,P02,P02,P29005,P003,P011,19
2021,P02,P02,P29010,P003,P011,3
2021,P02,P02,P29015,P003,P011,1
2021,P02,P02,P29025,P003,P011,2
2021,P02,P02,P29026,P003,P011,1
2021,P02,P02,P29033,P003,P011,19
2021,P02,P02,P29041,P003,P011,2
2021,P02,P02,P29043,P003,P011,7
2021,P02,P02,P30003,P003,P011,12
2021,P02,P02,P30011,P003,P011,3
2021,P02,P02,P30014,P003,P011,12
2021,P02,P02,P30016,P003,P011,1
2021,P02,P02,P30026,P003,P011,51
2021,P02,P02,P30028,P003,P011,950
2021,P02,P02,P30030,P003,P011,10
2021,P02,P02,P30038,P003,P011,188
2021,P02,P02,P30039,P003,P011,583
2021,P02,P02,P30040,P003,P011,8
2021,P02,P02,P30044,P003,P011,592
2021,P02,P02,P30045,P003,P011,5
2021,P02,P02,P30048,P003,P011,2
2021,P02,P02,P30050,P003,P011,1
2021,P02,P02,P30058,P003,P011,3
2021,P02,P02,P30061,P003,P011,1
2021,P02,P02,P30065,P003,P011,78
2021,P02,P02,P30068,P003,P011,27
2021,P02,P02,P30071,P003,P011,1
2021,P02,P02,P30074,P003,P011,2
2021,P02,P02,P30085,P003,P011,17
2021,P02,P02,P30087,P003,P011,3780
2021,P02,P02,P30101,P003,P011,2
2021,P02,P02,P30102,P003,P011,7
2021,P02,P02,P30105,P003,P011,3
2021,P02,P02,P30108,P003,P011,332
2021,P02,P02,P30109,P003,P011,1
2021,P02,P02,P30115,P003,P011,3
2021,P02,P02,P30116,P003,P011,1
2021,P02,P02,P30118,P003,P011,629
2021,P02,P02,P30123,P003,P011,3
2021,P02,P02,P30128,P003,P011,2
2021,P02,P02,P30131,P003,P011,288
2021,P02,P02,P30132,P003,P011,1
2021,P02,P02,P30135,P003,P011,1
2021,P02,P02,P30138,P003,P011,11
2021,P02,P02,P30141,P003,P011,5
2021,P02,P02,P30145,P003,P011,1
2021,P02,P02,P30149,P003,P011,2
2021,P02,P02,P30174,P003,P011,5
2021,P02,P02,P30175,P003,P011,5
2021,P02,P02,P30182,P003,P011,1
2021,P02,P02,P30189,P003,P011,10
2021,P02,P02,P30193,P003,P011,2445
2021,P02,P02,P31013,P003,P011,22
2021,P02,P02,P31019,P003,P011,1
2021,P02,P02,P31041,P003,P011,8
2021,P02,P02,P31050,P003,P011,5727
2021,P02,P02,P31059,P003,P011,6
2021,P02,P02,P31068,P003,P011,1
2021,P02,P02,P31085,P003,P011,1
2021,P02,P02,P31089,P003,P011,1
2021,P02,P02,P31096,P003,P011,1
2021,P02,P02,P31101,P003,P011,54
2021,P02,P02,P32005,P003,P011,2
2021,P02,P02,P32007,P003,P011,1
2021,P02,P02,P32009,P003,P011,1
2021,P02,P02,P32010,P003,P011,16
2021,P02,P02,P32017,P003,P011,17
2021,P02,P02,P32029,P003,P011,1
2021,P02,P02,P32032,P003,P011,1
2021,P02,P02,P32056,P003,P011,27
2021,P02,P02,P32057,P003,P011,1
