C601,C602,C003,C006,C101,C102,C103,R001-0501
2024,P10,P211490001,xxx,P108,P01,P01,13
2024,P10,P211560001,xxx,P108,P01,P01,333
2024,P10,P211610001,xxx,P108,P01,P01,4
2024,P10,P211630001,xxx,P108,P01,P01,10
2024,P10,P211750001,xxx,P108,P01,P01,14
2024,P10,P211800001,xxx,P108,P01,P01,259
2024,P10,P211810001,xxx,P108,P01,P01,56
2024,P10,P211880001,xxx,P108,P01,P01,15
2024,P10,P211940001,xxx,P108,P01,P01,241
2024,P10,P220010001,xxx,P108,P01,P01,26
2024,P10,P220040001,xxx,P108,P01,P01,341
2024,P10,P220050001,xxx,P108,P01,P01,88
2024,P10,P220060001,xxx,P108,P01,P01,204
2024,P10,P220110001,xxx,P108,P01,P01,648
2024,P10,P220070001,xxx,P108,P01,P01,64
2024,P10,P220080001,xxx,P108,P01,P01,138
2024,P10,P220120001,xxx,P108,P01,P01,180
2024,P10,P220140001,xxx,P108,P01,P01,1102
2024,P10,P220150001,xxx,P108,P01,P01,1
2024,P10,P220160001,xxx,P108,P01,P01,1109
2024,P10,P220170001,xxx,P108,P01,P01,354
2024,P10,P230050001,xxx,P108,P01,P01,4275
2024,P10,P230010001,xxx,P108,P01,P01,122
2024,P10,P230030001,xxx,P108,P01,P01,141
2024,P10,P230070001,xxx,P108,P01,P01,6
2024,P10,P230040001,xxx,P108,P01,P01,1625
2024,P10,P230080001,xxx,P108,P01,P01,4358
2024,P10,P230090001,xxx,P108,P01,P01,578
2024,P10,P240040001,xxx,P108,P01,P01,5
2024,P10,P240070001,xxx,P108,P01,P01,2
2024,P10,P240090001,xxx,P108,P01,P01,54
2024,P10,P240210001,xxx,P108,P01,P01,589
2024,P10,P240280001,xxx,P108,P01,P01,2279
2024,P10,P240350001,xxx,P108,P01,P01,942
2024,P10,P240500001,xxx,P108,P01,P01,3
2024,P10,P240540001,xxx,P108,P01,P01,1
2024,P10,P240550001,xxx,P108,P01,P01,9
2024,P10,P250010001,xxx,P108,P01,P01,375
2024,P10,P250060001,xxx,P108,P01,P01,3766
2024,P10,P250100001,xxx,P108,P01,P01,71
2024,P10,P250110001,xxx,P108,P01,P01,36
2024,P10,P250120001,xxx,P108,P01,P01,1245
2024,P10,P250130001,xxx,P108,P01,P01,15
2024,P10,P250180001,xxx,P108,P01,P01,258
2024,P10,P250150001,xxx,P108,P01,P01,13
2024,P10,P250170001,xxx,P108,P01,P01,20
2024,P10,P260710001,xxx,P108,P01,P01,1
2024,P10,P260120001,xxx,P108,P01,P01,36
2024,P10,P260180001,xxx,P108,P01,P01,422
2024,P10,P260200001,xxx,P108,P01,P01,1
2024,P10,P260250001,xxx,P108,P01,P01,228
2024,P10,P260260001,xxx,P108,P01,P01,103
2024,P10,P260290001,xxx,P108,P01,P01,1054
2024,P10,P260300001,xxx,P108,P01,P01,1137
2024,P10,P260330001,xxx,P108,P01,P01,42
2024,P10,P260420001,xxx,P108,P01,P01,126
2024,P10,P260480001,xxx,P108,P01,P01,4
2024,P10,P260500001,xxx,P108,P01,P01,2
2024,P10,P260720001,xxx,P108,P01,P01,8
2024,P10,P270030001,xxx,P108,P01,P01,2
2024,P10,P270040001,xxx,P108,P01,P01,4422
2024,P10,P270050001,xxx,P108,P01,P01,5
2024,P10,P270060001,xxx,P108,P01,P01,44
2024,P10,P270020001,xxx,P108,P01,P01,308
2024,P10,P270080001,xxx,P108,P01,P01,1586
2024,P10,P270090001,xxx,P108,P01,P01,4
2024,P10,P270100001,xxx,P108,P01,P01,27
2024,P10,P270120001,xxx,P108,P01,P01,347
2024,P10,P270130001,xxx,P108,P01,P01,767
2024,P10,P280010001,xxx,P108,P01,P01,66
2024,P10,P280020001,xxx,P108,P01,P01,99
2024,P10,P280030001,xxx,P108,P01,P01,561
2024,P10,P280080001,xxx,P108,P01,P01,1
2024,P10,P280090001,xxx,P108,P01,P01,400
2024,P10,P280210001,xxx,P108,P01,P01,114
2024,P10,P280120001,xxx,P108,P01,P01,227
2024,P10,P280110001,xxx,P108,P01,P01,13
2024,P10,P280160001,xxx,P108,P01,P01,32
2024,P10,P280180001,xxx,P108,P01,P01,3
2024,P10,P280190001,xxx,P108,P01,P01,32
2024,P10,P280200001,xxx,P108,P01,P01,8
2024,P10,P280300001,xxx,P108,P01,P01,108
2024,P10,P280370001,xxx,P108,P01,P01,12
2024,P10,P280380001,xxx,P108,P01,P01,414
2024,P10,P280410001,xxx,P108,P01,P01,84
2024,P10,P280420001,xxx,P108,P01,P01,6
2024,P10,P280430001,xxx,P108,P01,P01,23
2024,P10,P290030001,xxx,P108,P01,P01,1
2024,P10,P290040001,xxx,P108,P01,P01,12
2024,P10,P290060001,xxx,P108,P01,P01,7
2024,P10,P290080001,xxx,P108,P01,P01,5
2024,P10,P290120001,xxx,P108,P01,P01,14
2024,P10,P290130001,xxx,P108,P01,P01,27
2024,P10,P290140001,xxx,P108,P01,P01,21
2024,P10,P290150001,xxx,P108,P01,P01,42
2024,P10,P290160001,xxx,P108,P01,P01,11
2024,P10,P290110001,xxx,P108,P01,P01,28
2024,P10,P290230001,xxx,P108,P01,P01,49
2024,P10,P290410001,xxx,P108,P01,P01,22
2024,P10,P290550001,xxx,P108,P01,P01,26
2024,P10,P290250001,xxx,P108,P01,P01,59
2024,P10,P290200001,xxx,P108,P01,P01,20
2024,P10,P290580001,xxx,P108,P01,P01,2
2024,P10,P290270001,xxx,P108,P01,P01,16
2024,P10,P290190001,xxx,P108,P01,P01,13
2024,P10,P290310001,xxx,P108,P01,P01,3
2024,P10,P290320001,xxx,P108,P01,P01,1
2024,P10,P290340001,xxx,P108,P01,P01,106
2024,P10,P290400001,xxx,P108,P01,P01,114
2024,P10,P290420001,xxx,P108,P01,P01,3
2024,P10,P300010001,xxx,P108,P01,P01,10
2024,P10,P300030001,xxx,P108,P01,P01,98
2024,P10,P300040001,xxx,P108,P01,P01,12
2024,P10,P300050001,xxx,P108,P01,P01,1
2024,P10,P302040001,xxx,P108,P01,P01,7
2024,P10,P300110001,xxx,P108,P01,P01,101
2024,P10,P300140001,xxx,P108,P01,P01,41
2024,P10,P300150001,xxx,P108,P01,P01,14
2024,P10,P300260001,xxx,P108,P01,P01,65
2024,P10,P300280001,xxx,P108,P01,P01,453
2024,P10,P300070001,xxx,P108,P01,P01,219
2024,P10,P300310001,xxx,P108,P01,P01,9
2024,P10,P300320001,xxx,P108,P01,P01,457
2024,P10,P300330001,xxx,P108,P01,P01,40
2024,P10,P300340001,xxx,P108,P01,P01,646
2024,P10,P300580001,xxx,P108,P01,P01,1
2024,P10,P300590001,xxx,P108,P01,P01,53
2024,P10,P300640001,xxx,P108,P01,P01,2
2024,P10,P300380001,xxx,P108,P01,P01,121
2024,P10,P300390001,xxx,P108,P01,P01,425
2024,P10,P300400001,xxx,P108,P01,P01,80
2024,P10,P300460001,xxx,P108,P01,P01,12
2024,P10,P300480001,xxx,P108,P01,P01,476
2024,P10,P300490001,xxx,P108,P01,P01,296
2024,P10,P300510001,xxx,P108,P01,P01,113
2024,P10,P300440001,xxx,P108,P01,P01,241
2024,P10,P302050001,xxx,P108,P01,P01,1
2024,P10,P300650001,xxx,P108,P01,P01,103
2024,P10,P300660001,xxx,P108,P01,P01,12
2024,P10,P300680001,xxx,P108,P01,P01,23
2024,P10,P300690001,xxx,P108,P01,P01,186
2024,P10,P300730001,xxx,P108,P01,P01,51
2024,P10,P300740001,xxx,P108,P01,P01,7
2024,P10,P300750001,xxx,P108,P01,P01,15
2024,P10,P300810001,xxx,P108,P01,P01,16
2024,P10,P300820001,xxx,P108,P01,P01,18
2024,P10,P300850001,xxx,P108,P01,P01,48
2024,P10,P300900001,xxx,P108,P01,P01,156
2024,P10,P300930001,xxx,P108,P01,P01,37
2024,P10,P300160001,xxx,P108,P01,P01,138
2024,P10,P300610001,xxx,P108,P01,P01,6
2024,P10,P300970001,xxx,P108,P01,P01,13
2024,P10,P301000001,xxx,P108,P01,P01,112
2024,P10,P301010001,xxx,P108,P01,P01,3
2024,P10,P301030001,xxx,P108,P01,P01,30
2024,P10,P301040001,xxx,P108,P01,P01,4
2024,P10,P301080001,xxx,P108,P01,P01,816
2024,P10,P301090001,xxx,P108,P01,P01,22
2024,P10,P301110001,xxx,P108,P01,P01,8
2024,P10,P302060001,xxx,P108,P01,P01,2
2024,P10,P301120001,xxx,P108,P01,P01,20
2024,P10,P301150001,xxx,P108,P01,P01,10
2024,P10,P301160001,xxx,P108,P01,P01,1
2024,P10,P301170001,xxx,P108,P01,P01,7
2024,P10,P301180001,xxx,P108,P01,P01,117
2024,P10,P301200001,xxx,P108,P01,P01,5
2024,P10,P301210001,xxx,P108,P01,P01,8
2024,P10,P301220001,xxx,P108,P01,P01,11
2024,P10,P301240001,xxx,P108,P01,P01,1064
2024,P10,P301260001,xxx,P108,P01,P01,66
2024,P10,P301250001,xxx,P108,P01,P01,93
2024,P10,P301290001,xxx,P108,P01,P01,444
2024,P10,P301310001,xxx,P108,P01,P01,242
2024,P10,P301330001,xxx,P108,P01,P01,144
2024,P10,P301340001,xxx,P108,P01,P01,183
2024,P10,P301230001,xxx,P108,P01,P01,514
2024,P10,P301350001,xxx,P108,P01,P01,31
2024,P10,P301380001,xxx,P108,P01,P01,3
2024,P10,P301390001,xxx,P108,P01,P01,86
2024,P10,P301410001,xxx,P108,P01,P01,506
2024,P10,P301420001,xxx,P108,P01,P01,1
2024,P10,P301430001,xxx,P108,P01,P01,382
2024,P10,P301440001,xxx,P108,P01,P01,2
2024,P10,P301450001,xxx,P108,P01,P01,6
2024,P10,P301480001,xxx,P108,P01,P01,71
2024,P10,P301490001,xxx,P108,P01,P01,178
2024,P10,P301520001,xxx,P108,P01,P01,5
2024,P10,P301530001,xxx,P108,P01,P01,4
2024,P10,P301550001,xxx,P108,P01,P01,1136
2024,P10,P302090001,xxx,P108,P01,P01,7
2024,P10,P301640001,xxx,P108,P01,P01,31
2024,P10,P301670001,xxx,P108,P01,P01,324
2024,P10,P301750001,xxx,P108,P01,P01,950
2024,P10,P301780001,xxx,P108,P01,P01,113
2024,P10,P301810001,xxx,P108,P01,P01,59
2024,P10,P301820001,xxx,P108,P01,P01,3
2024,P10,P300240001,xxx,P108,P01,P01,22
2024,P10,P301890001,xxx,P108,P01,P01,181
2024,P10,P301930001,xxx,P108,P01,P01,2873
2024,P10,P300870001,xxx,P108,P01,P01,374
2024,P10,P301970001,xxx,P108,P01,P01,3
2024,P10,P301990001,xxx,P108,P01,P01,69
2024,P10,P301600001,xxx,P108,P01,P01,5
2024,P10,P310020001,xxx,P108,P01,P01,10
2024,P10,P310040001,xxx,P108,P01,P01,4
2024,P10,P310050001,xxx,P108,P01,P01,1
2024,P10,P310060001,xxx,P108,P01,P01,2
2024,P10,P310070001,xxx,P108,P01,P01,1
2024,P10,P310080001,xxx,P108,P01,P01,38
2024,P10,P310160001,xxx,P108,P01,P01,24
2024,P10,P310190001,xxx,P108,P01,P01,36
2024,P10,P310210001,xxx,P108,P01,P01,6
2024,P10,P310230001,xxx,P108,P01,P01,6
2024,P10,P310130001,xxx,P108,P01,P01,33
2024,P10,P310140001,xxx,P108,P01,P01,3
2024,P10,P310150001,xxx,P108,P01,P01,1
2024,P10,P310260001,xxx,P108,P01,P01,1
2024,P10,P310300001,xxx,P108,P01,P01,39
2024,P10,P310310001,xxx,P108,P01,P01,1
2024,P10,P310320001,xxx,P108,P01,P01,93
2024,P10,P310360001,xxx,P108,P01,P01,2
2024,P10,P310400001,xxx,P108,P01,P01,4
2024,P10,P310410001,xxx,P108,P01,P01,785
2024,P10,P310430001,xxx,P108,P01,P01,14
2024,P10,P310440001,xxx,P108,P01,P01,2
2024,P10,P310450001,xxx,P108,P01,P01,22
2024,P10,P310480001,xxx,P108,P01,P01,22
2024,P10,P310490001,xxx,P108,P01,P01,6
2024,P10,P310520001,xxx,P108,P01,P01,33
2024,P10,P310540001,xxx,P108,P01,P01,5
2024,P10,P310500001,xxx,P108,P01,P01,2784
2024,P10,P310570001,xxx,P108,P01,P01,3
2024,P10,P310580001,xxx,P108,P01,P01,110
2024,P10,P310590001,xxx,P108,P01,P01,322
2024,P10,P310670001,xxx,P108,P01,P01,8
2024,P10,P310700001,xxx,P108,P01,P01,47
2024,P10,P310710001,xxx,P108,P01,P01,1
2024,P10,P310730001,xxx,P108,P01,P01,3
2024,P10,P310740001,xxx,P108,P01,P01,4
2024,P10,P310750001,xxx,P108,P01,P01,3
2024,P10,P310760001,xxx,P108,P01,P01,1
2024,P10,P310770001,xxx,P108,P01,P01,1
2024,P10,P310780001,xxx,P108,P01,P01,4
2024,P10,P310790001,xxx,P108,P01,P01,3
2024,P10,P310850001,xxx,P108,P01,P01,73
2024,P10,P310860001,xxx,P108,P01,P01,1
2024,P10,P310880001,xxx,P108,P01,P01,7
2024,P10,P310900001,xxx,P108,P01,P01,1
2024,P10,P310910001,xxx,P108,P01,P01,16
2024,P10,P310920001,xxx,P108,P01,P01,3
2024,P10,P310930001,xxx,P108,P01,P01,66
2024,P10,P310940001,xxx,P108,P01,P01,8
2024,P10,P310950001,xxx,P108,P01,P01,36
2024,P10,P310960001,xxx,P108,P01,P01,243
2024,P10,P310970001,xxx,P108,P01,P01,4
2024,P10,P310980001,xxx,P108,P01,P01,53
2024,P10,P310990001,xxx,P108,P01,P01,9
2024,P10,P311000001,xxx,P108,P01,P01,2
2024,P10,P311010001,xxx,P108,P01,P01,191
2024,P10,P311020001,xxx,P108,P01,P01,63
2024,P10,P311040001,xxx,P108,P01,P01,43
2024,P10,P311050001,xxx,P108,P01,P01,2
2024,P10,P320100001,xxx,P108,P01,P01,3
2024,P10,P320200001,xxx,P108,P01,P01,2
2024,P10,P320520001,xxx,P108,P01,P01,1
2024,P10,P320510001,xxx,P108,P01,P01,1
2024,P10,P320560001,xxx,P108,P01,P01,2
2024,P10,xxx,xxx,P108,P01,P01,25107
2024,P10,xxx,xxx,P104,P01,P01,4095
2024,P10,xxx,xxx,P111,P01,P01,9463
2024,P11,P010010001,xxx,P108,P01,P01,228
2024,P11,P010020001,xxx,P108,P01,P01,1
2024,P11,P010050001,xxx,P108,P01,P01,47
2024,P11,P010060001,xxx,P108,P01,P01,2
2024,P11,P010070001,xxx,P108,P01,P01,6
2024,P11,P010110001,xxx,P108,P01,P01,12
2024,P11,P020010001,xxx,P108,P01,P01,185
2024,P11,P020020001,xxx,P108,P01,P01,1022
2024,P11,P020050001,xxx,P108,P01,P01,110
2024,P11,P020030001,xxx,P108,P01,P01,42
2024,P11,P020040001,xxx,P108,P01,P01,1901
2024,P11,P040020001,xxx,P108,P01,P01,1041
2024,P11,P040030001,xxx,P108,P01,P01,1538
2024,P11,P040040001,xxx,P108,P01,P01,7
2024,P11,P040050001,xxx,P108,P01,P01,1
2024,P11,P040080001,xxx,P108,P01,P01,257
2024,P11,P070010001,xxx,P108,P01,P01,7
2024,P11,P070020001,xxx,P108,P01,P01,29
2024,P11,P070030001,xxx,P108,P01,P01,26
2024,P11,P070090001,xxx,P108,P01,P01,360
2024,P11,P070120001,xxx,P108,P01,P01,101
2024,P11,P070150001,xxx,P108,P01,P01,55
2024,P11,P070270001,xxx,P108,P01,P01,359
2024,P11,P070190001,xxx,P108,P01,P01,840
2024,P11,P070320001,xxx,P108,P01,P01,6
2024,P11,P070340001,xxx,P108,P01,P01,11
2024,P11,P070350001,xxx,P108,P01,P01,38
2024,P11,P070370001,xxx,P108,P01,P01,54
2024,P11,P070400001,xxx,P108,P01,P01,94
2024,P11,P070460001,xxx,P108,P01,P01,5
2024,P11,P070470001,xxx,P108,P01,P01,1
2024,P11,P070480001,xxx,P108,P01,P01,1
2024,P11,P070410001,xxx,P108,P01,P01,8
2024,P11,P070990001,xxx,P108,P01,P01,118
2024,P11,P070510001,xxx,P108,P01,P01,80
2024,P11,P070540001,xxx,P108,P01,P01,28
2024,P11,P070550001,xxx,P108,P01,P01,9
2024,P11,P070610001,xxx,P108,P01,P01,9
2024,P11,P070690001,xxx,P108,P01,P01,138
2024,P11,P070720001,xxx,P108,P01,P01,7
2024,P11,P070780001,xxx,P108,P01,P01,193
2024,P11,P070790001,xxx,P108,P01,P01,38
2024,P11,P070830001,xxx,P108,P01,P01,8
2024,P11,P070860001,xxx,P108,P01,P01,3
2024,P11,P070870001,xxx,P108,P01,P01,36
2024,P11,P070890001,xxx,P108,P01,P01,613
2024,P11,P070940001,xxx,P108,P01,P01,122
2024,P11,P070970001,xxx,P108,P01,P01,743
2024,P11,P071020001,xxx,P108,P01,P01,71
2024,P11,P071010001,xxx,P108,P01,P01,2089
2024,P11,P071030001,xxx,P108,P01,P01,53
2024,P11,P071040001,xxx,P108,P01,P01,2
2024,P11,P071060001,xxx,P108,P01,P01,48
2024,P11,P071080001,xxx,P108,P01,P01,1
2024,P11,P071110001,xxx,P108,P01,P01,1
2024,P11,P080010001,xxx,P108,P01,P01,249
2024,P11,P080020001,xxx,P108,P01,P01,74
2024,P11,P080040001,xxx,P108,P01,P01,40
2024,P11,P080060001,xxx,P108,P01,P01,4
2024,P11,P080190001,xxx,P108,P01,P01,920
2024,P11,P080170001,xxx,P108,P01,P01,3
2024,P11,P080210001,xxx,P108,P01,P01,24
2024,P11,P080310001,xxx,P108,P01,P01,33
2024,P11,P080380001,xxx,P108,P01,P01,97
2024,P11,P080370001,xxx,P108,P01,P01,2098
2024,P11,P080450001,xxx,P108,P01,P01,260
2024,P11,P080480001,xxx,P108,P01,P01,1
2024,P11,P080550001,xxx,P108,P01,P01,20
2024,P11,P080240001,xxx,P108,P01,P01,58
2024,P11,P080620001,xxx,P108,P01,P01,4
2024,P11,P050040001,xxx,P108,P01,P01,65
2024,P11,P050050001,xxx,P108,P01,P01,1
2024,P11,P050060001,xxx,P108,P01,P01,1
2024,P11,P050090001,xxx,P108,P01,P01,8
2024,P11,P050170001,xxx,P108,P01,P01,85
2024,P11,P050200001,xxx,P108,P01,P01,2
2024,P11,P050270001,xxx,P108,P01,P01,192
2024,P11,P050300001,xxx,P108,P01,P01,632
2024,P11,P050330001,xxx,P108,P01,P01,17
2024,P11,P050350001,xxx,P108,P01,P01,485
2024,P11,P050360001,xxx,P108,P01,P01,6
2024,P11,P050380001,xxx,P108,P01,P01,1
2024,P11,P060010001,xxx,P108,P01,P01,248
2024,P11,P060020001,xxx,P108,P01,P01,878
2024,P11,P060030001,xxx,P108,P01,P01,237
2024,P11,P060040001,xxx,P108,P01,P01,69
2024,P11,P060050001,xxx,P108,P01,P01,296
2024,P11,P060070001,xxx,P108,P01,P01,1
2024,P11,P060080001,xxx,P108,P01,P01,6
2024,P11,P060090001,xxx,P108,P01,P01,104
2024,P11,P060100001,xxx,P108,P01,P01,950
2024,P11,P100010001,xxx,P108,P01,P01,6
2024,P11,P100040001,xxx,P108,P01,P01,20
2024,P11,P100050001,xxx,P108,P01,P01,314
2024,P11,P100070001,xxx,P108,P01,P01,313
2024,P11,P100120001,xxx,P108,P01,P01,81
2024,P11,P100160001,xxx,P108,P01,P01,2
2024,P11,P100390001,xxx,P108,P01,P01,1
2024,P11,P100320001,xxx,P108,P01,P01,7
2024,P11,P100360001,xxx,P108,P01,P01,10
2024,P11,P110010001,xxx,P108,P01,P01,4
2024,P11,P110020001,xxx,P108,P01,P01,306
2024,P11,P110040001,xxx,P108,P01,P01,31
2024,P11,P110050001,xxx,P108,P01,P01,130
2024,P11,P110070001,xxx,P108,P01,P01,174
2024,P11,P110090001,xxx,P108,P01,P01,362
2024,P11,P110110001,xxx,P108,P01,P01,13
2024,P11,P110120001,xxx,P108,P01,P01,3
2024,P11,P110130001,xxx,P108,P01,P01,21
2024,P11,P110140001,xxx,P108,P01,P01,63
2024,P11,P110150001,xxx,P108,P01,P01,5
2024,P11,P110170001,xxx,P108,P01,P01,35
2024,P11,P110180001,xxx,P108,P01,P01,18
2024,P11,P110190001,xxx,P108,P01,P01,2
2024,P11,P110200001,xxx,P108,P01,P01,770
2024,P11,P110080001,xxx,P108,P01,P01,2
2024,P11,P110250001,xxx,P108,P01,P01,12
2024,P11,P110230001,xxx,P108,P01,P01,49
2024,P11,P110260001,xxx,P108,P01,P01,108
2024,P11,P110270001,xxx,P108,P01,P01,14
2024,P11,P110280001,xxx,P108,P01,P01,109
2024,P11,P110290001,xxx,P108,P01,P01,3
2024,P11,P110310001,xxx,P108,P01,P01,27
2024,P11,P110320001,xxx,P108,P01,P01,207
2024,P11,P110330001,xxx,P108,P01,P01,58
2024,P11,P110030001,xxx,P108,P01,P01,1441
2024,P11,P110350001,xxx,P108,P01,P01,10
2024,P11,P110380001,xxx,P108,P01,P01,3
2024,P11,P110390001,xxx,P108,P01,P01,107
2024,P11,P110400001,xxx,P108,P01,P01,1
2024,P11,P110410001,xxx,P108,P01,P01,2
2024,P11,P110420001,xxx,P108,P01,P01,4
2024,P11,P110440001,xxx,P108,P01,P01,16
2024,P11,P110460001,xxx,P108,P01,P01,1
2024,P11,P120010001,xxx,P108,P01,P01,2429
2024,P11,P120110001,xxx,P108,P01,P01,81
2024,P11,P120290001,xxx,P108,P01,P01,545
2024,P11,P120210001,xxx,P108,P01,P01,446
2024,P11,P120750001,xxx,P108,P01,P01,1
2024,P11,P120340001,xxx,P108,P01,P01,111
2024,P11,P120350001,xxx,P108,P01,P01,2378
2024,P11,P120680001,xxx,P108,P01,P01,81
2024,P11,P120490001,xxx,P108,P01,P01,44
2024,P11,P120530001,xxx,P108,P01,P01,176
2024,P11,P120550001,xxx,P108,P01,P01,497
2024,P11,P120590001,xxx,P108,P01,P01,204
2024,P11,P120600001,xxx,P108,P01,P01,722
2024,P11,P120380001,xxx,P108,P01,P01,1040
2024,P11,P130010001,xxx,P108,P01,P01,5
2024,P11,P130020001,xxx,P108,P01,P01,126
2024,P11,P130070001,xxx,P108,P01,P01,32
2024,P11,P130080001,xxx,P108,P01,P01,219
2024,P11,P130100001,xxx,P108,P01,P01,25
2024,P11,P130130001,xxx,P108,P01,P01,18
2024,P11,P130120001,xxx,P108,P01,P01,10
2024,P11,P130090001,xxx,P108,P01,P01,5
2024,P11,P130210001,xxx,P108,P01,P01,5
2024,P11,P130220001,xxx,P108,P01,P01,3
2024,P11,P130280001,xxx,P108,P01,P01,818
2024,P11,P130290001,xxx,P108,P01,P01,2
2024,P11,P130510001,xxx,P108,P01,P01,38
2024,P11,P130480001,xxx,P108,P01,P01,132
2024,P11,P130500001,xxx,P108,P01,P01,1
2024,P11,P130520001,xxx,P108,P01,P01,12
2024,P11,P130570001,xxx,P108,P01,P01,2
2024,P11,P130610001,xxx,P108,P01,P01,55
2024,P11,P130630001,xxx,P108,P01,P01,324
2024,P11,P130690001,xxx,P108,P01,P01,579
2024,P11,P130700001,xxx,P108,P01,P01,1
2024,P11,P130720001,xxx,P108,P01,P01,9
2024,P11,P130740001,xxx,P108,P01,P01,2
2024,P11,P130750001,xxx,P108,P01,P01,52
2024,P11,P130760001,xxx,P108,P01,P01,130
2024,P11,P130770001,xxx,P108,P01,P01,4
2024,P11,P130660001,xxx,P108,P01,P01,37
2024,P11,P130820001,xxx,P108,P01,P01,7
2024,P11,P130830001,xxx,P108,P01,P01,73
2024,P11,P140010001,xxx,P108,P01,P01,1
2024,P11,P140020001,xxx,P108,P01,P01,61
2024,P11,P140030001,xxx,P108,P01,P01,368
2024,P11,P140050001,xxx,P108,P01,P01,28
2024,P11,P140060001,xxx,P108,P01,P01,356
2024,P11,P140080001,xxx,P108,P01,P01,108
2024,P11,P140130001,xxx,P108,P01,P01,11
2024,P11,P140140001,xxx,P108,P01,P01,15
2024,P11,P140150001,xxx,P108,P01,P01,1
2024,P11,P140160001,xxx,P108,P01,P01,3
2024,P11,P141170001,xxx,P108,P01,P01,6
2024,P11,P140300001,xxx,P108,P01,P01,155
2024,P11,P140240001,xxx,P108,P01,P01,1
2024,P11,P140260001,xxx,P108,P01,P01,1
2024,P11,P140090001,xxx,P108,P01,P01,68
2024,P11,P140700001,xxx,P108,P01,P01,688
2024,P11,P140360001,xxx,P108,P01,P01,160
2024,P11,P140390001,xxx,P108,P01,P01,2223
2024,P11,P140790001,xxx,P108,P01,P01,1
2024,P11,P140400001,xxx,P108,P01,P01,15
2024,P11,P140440001,xxx,P108,P01,P01,154
2024,P11,P140450001,xxx,P108,P01,P01,88
2024,P11,P140460001,xxx,P108,P01,P01,3
2024,P11,P140480001,xxx,P108,P01,P01,3
2024,P11,P140500001,xxx,P108,P01,P01,111
2024,P11,P140510001,xxx,P108,P01,P01,12
2024,P11,P140570001,xxx,P108,P01,P01,4
2024,P11,P140530001,xxx,P108,P01,P01,7
2024,P11,P140550001,xxx,P108,P01,P01,83
2024,P11,P140590001,xxx,P108,P01,P01,154
2024,P11,P140600001,xxx,P108,P01,P01,2
2024,P11,P140620001,xxx,P108,P01,P01,1
2024,P11,P140630001,xxx,P108,P01,P01,52
2024,P11,P140650001,xxx,P108,P01,P01,6
2024,P11,P140660001,xxx,P108,P01,P01,269
2024,P11,P140670001,xxx,P108,P01,P01,989
2024,P11,P140720001,xxx,P108,P01,P01,5
2024,P11,P141130001,xxx,P108,P01,P01,40
2024,P11,P141250001,xxx,P108,P01,P01,1
2024,P11,P140730001,xxx,P108,P01,P01,9
2024,P11,P140780001,xxx,P108,P01,P01,6
2024,P11,P140820001,xxx,P108,P01,P01,7
2024,P11,P140830001,xxx,P108,P01,P01,596
2024,P11,P140860001,xxx,P108,P01,P01,252
2024,P11,P140890001,xxx,P108,P01,P01,2
2024,P11,P140880001,xxx,P108,P01,P01,5
2024,P11,P140910001,xxx,P108,P01,P01,3
2024,P11,P140920001,xxx,P108,P01,P01,8
2024,P11,P140930001,xxx,P108,P01,P01,121
2024,P11,P140940001,xxx,P108,P01,P01,32
2024,P11,P140950001,xxx,P108,P01,P01,12
2024,P11,P140960001,xxx,P108,P01,P01,13
2024,P11,P140970001,xxx,P108,P01,P01,2479
2024,P11,P140980001,xxx,P108,P01,P01,1253
2024,P11,P141010001,xxx,P108,P01,P01,1276
2024,P11,P141030001,xxx,P108,P01,P01,12
2024,P11,P141050001,xxx,P108,P01,P01,2
2024,P11,P141070001,xxx,P108,P01,P01,34
2024,P11,P141080001,xxx,P108,P01,P01,1
2024,P11,P141090001,xxx,P108,P01,P01,2
2024,P11,P141110001,xxx,P108,P01,P01,52
2024,P11,P141120001,xxx,P108,P01,P01,47
2024,P11,P141140001,xxx,P108,P01,P01,28
2024,P11,P141180001,xxx,P108,P01,P01,2
2024,P11,P141190001,xxx,P108,P01,P01,143
2024,P11,P141200001,xxx,P108,P01,P01,2574
2024,P11,P141240001,xxx,P108,P01,P01,144
2024,P11,P140230001,xxx,P108,P01,P01,683
2024,P11,P150020001,xxx,P108,P01,P01,708
2024,P11,P150050001,xxx,P108,P01,P01,733
2024,P11,P150060001,xxx,P108,P01,P01,21
2024,P11,P150070001,xxx,P108,P01,P01,1
2024,P11,P150090001,xxx,P108,P01,P01,339
2024,P11,P150110001,xxx,P108,P01,P01,277
2024,P11,P150120001,xxx,P108,P01,P01,33
2024,P11,P150130001,xxx,P108,P01,P01,250
2024,P11,P150140001,xxx,P108,P01,P01,857
2024,P11,P150150001,xxx,P108,P01,P01,146
2024,P11,P150160001,xxx,P108,P01,P01,145
2024,P11,P150170001,xxx,P108,P01,P01,93
2024,P11,P150180001,xxx,P108,P01,P01,218
2024,P11,P150190001,xxx,P108,P01,P01,52
2024,P11,P150250001,xxx,P108,P01,P01,1349
2024,P11,P150260001,xxx,P108,P01,P01,2
2024,P11,P150270001,xxx,P108,P01,P01,37
2024,P11,P150280001,xxx,P108,P01,P01,189
2024,P11,P150290001,xxx,P108,P01,P01,353
2024,P11,P150300001,xxx,P108,P01,P01,315
2024,P11,P150310001,xxx,P108,P01,P01,1434
